epoch,loss,val_loss
0,3.591620922088623,3.1804966926574707
1,3.584467649459839,3.1755425930023193
2,3.582728862762451,3.1707327365875244
3,3.57574462890625,3.165879011154175
4,3.560882568359375,3.161133289337158
5,3.5602309703826904,3.15653920173645
6,3.5503787994384766,3.15199613571167
7,3.5437142848968506,3.147458791732788
8,3.539113998413086,3.143012762069702
9,3.521744728088379,3.1386539936065674
